0:00:00.008, 0, 0, 0
0:00:00.011, 0, 0, 0
0:00:00.014, 0, 0, 0
0:00:00.016, 0, 0, 0
0:00:00.018, 0, 0, 0
0:00:00.020, 0, 0, 0
0:00:00.022, 0, 0, 0
0:00:00.023, 0, 0, 0
0:00:00.025, 0, 0, 0
0:00:00.027, 0, 0, 0
0:00:00.029, 0, 0, 0
0:00:00.031, 0, 0, 0
0:00:00.032, 0, 0, 0
0:00:00.034, 0, 0, 0
0:00:00.044, 0, 0, 0
0:00:00.046, 0, 0, 0
0:00:00.048, 0, 0, 0
0:00:00.049, 0, 0, 0
0:00:00.051, 0, 0, 0
0:00:00.053, 0, 0, 0
0:00:00.054, 0, 0, 0
0:00:00.056, 0, 0, 0
0:00:00.058, 0, 0, 0
0:00:00.060, 0, 0, 0
0:00:00.062, 0, 0, 0
0:00:00.064, 0, 0, 0
0:00:00.065, 0, 0, 0
0:00:00.067, 0, 0, 0
0:00:00.069, 0, 0, 0
0:00:00.071, 0, 0, 0
0:00:00.081, 0, 0, 0
0:00:00.082, 0, 0, 0
0:00:00.084, 0, 0, 0
0:00:00.086, 0, 0, 0
0:00:00.088, 0, 0, 0
0:00:00.089, 0, 0, 0
0:00:00.092, 0, 0, 0
0:00:00.094, 0, 0, 0
0:00:00.095, 0, 0, 0
0:00:00.097, 0, 0, 0
0:00:00.099, 0, 0, 0
0:00:00.101, 0, 0, 0
0:00:00.102, 0, 0, 0
0:00:00.112, 0, 0, 0
0:00:00.113, 0, 0, 0
0:00:00.115, 0, 0, 0
0:00:00.117, 0, 0, 0
0:00:00.118, 0, 0, 0
0:00:00.120, 0, 0, 0
0:00:00.123, 0, 0, 0
0:00:00.125, 0, 0, 0
0:00:00.127, 0, 0, 0
0:00:00.128, 0, 0, 0
0:00:00.130, 0, 0, 0
0:00:00.132, 0, 0, 0
0:00:00.134, 0, 0, 0
0:00:00.136, 0, 0, 0
0:00:00.145, 0, 0, 0
0:00:00.147, 0, 0, 0
0:00:00.148, 0, 0, 0
0:00:00.150, 0, 0, 0
0:00:00.152, 0, 0, 0
0:00:00.153, 0, 0, 0
0:00:00.155, 0, 0, 0
0:00:00.157, 0, 0, 0
0:00:00.159, 0, 0, 0
0:00:00.161, 0, 0, 0
0:00:00.163, 0, 0, 0
0:00:00.164, 0, 0, 0
0:00:00.166, 0, 0, 0
0:00:00.168, 0, 0, 0
0:00:00.170, 0, 0, 0
0:00:00.171, 0, 0, 0
0:00:00.173, 0, 0, 0
0:00:00.175, 0, 0, 0
0:00:00.177, 0, 0, 0
0:00:00.186, 0, 0, 0
0:00:00.188, 0, 0, 0
0:00:00.189, 0, 0, 0
0:00:00.191, 0, 0, 0
0:00:00.193, 0, 0, 0
0:00:00.195, 0, 0, 0
0:00:00.196, 0, 0, 0
0:00:00.199, 0, 0, 0
0:00:00.200, 0, 0, 0
0:00:00.202, 0, 0, 0
0:00:00.204, 0, 0, 0
0:00:00.206, 0, 0, 0
0:00:00.207, 0, 0, 0
0:00:00.209, 0, 0, 0
0:00:00.211, 0, 0, 0
0:00:00.220, 0, 0, 0
0:00:00.222, 0, 0, 0
0:00:00.224, 0, 0, 0
0:00:00.225, 0, 0, 0
0:00:00.227, 0, 0, 0
0:00:00.229, 0, 0, 0
0:00:00.230, 0, 0, 0
0:00:00.232, 0, 0, 0
0:00:00.234, 0, 0, 0
0:00:00.236, 0, 0, 0
0:00:00.238, 0, 0, 0
0:00:00.240, 0, 0, 0
0:00:00.241, 0, 0, 0
0:00:00.243, 0, 0, 0
0:00:00.245, 0, 0, 0
0:00:00.246, 0, 0, 0
0:00:00.248, 0, 0, 0
0:00:00.250, 0, 0, 0
0:00:00.252, 0, 0, 0
0:00:00.254, 0, 0, 0
0:00:00.263, 0, 0, 0
0:00:00.265, 0, 0, 0
0:00:00.266, 0, 0, 0
0:00:00.268, 0, 0, 0
0:00:00.270, 0, 0, 0
0:00:00.272, 0, 0, 0
0:00:00.273, 0, 0, 0
0:00:00.275, 0, 0, 0
0:00:00.277, 0, 0, 0
0:00:00.279, 0, 0, 0
0:00:00.281, 0, 0, 0
0:00:00.283, 0, 0, 0
0:00:00.284, 0, 0, 0
0:00:00.286, 0, 0, 0
0:00:00.288, 0, 0, 0
0:00:00.290, 0, 0, 0
0:00:00.291, 0, 0, 0
0:00:00.293, 0, 0, 0
0:00:00.295, 0, 0, 0
0:00:00.297, 0, 0, 0
0:00:00.306, 0, 0, 0
0:00:00.308, 0, 0, 0
0:00:00.309, 0, 0, 0
0:00:00.311, 0, 0, 0
0:00:00.313, 0, 0, 0
0:00:00.314, 0, 0, 0
0:00:00.316, 0, 0, 0
0:00:00.318, 0, 0, 0
0:00:00.320, 0, 0, 0
0:00:00.322, 0, 0, 0
0:00:00.324, 0, 0, 0
0:00:00.325, 0, 0, 0
0:00:00.327, 0, 0, 0
0:00:00.329, 0, 0, 0
0:00:00.331, 0, 0, 0
0:00:00.332, 0, 0, 0
0:00:00.334, 0, 0, 0
0:00:00.336, 0, 0, 0
0:00:00.337, 0, 0, 0
0:00:00.339, 0, 0, 0
0:00:00.349, 0, 0, 0
0:00:00.350, 0, 0, 0
0:00:00.352, 0, 0, 0
0:00:00.354, 0, 0, 0
0:00:00.356, 0, 0, 0
0:00:00.357, 0, 0, 0
0:00:00.359, 0, 0, 0
0:00:00.361, 0, 0, 0
0:00:00.362, 0, 0, 0
0:00:00.365, 0, 0, 0
0:00:00.367, 0, 0, 0
0:00:00.368, 0, 0, 0
0:00:00.370, 0, 0, 0
0:00:00.372, 0, 0, 0
0:00:00.373, 0, 0, 0
0:00:00.375, 0, 0, 0
0:00:00.377, 0, 0, 0
0:00:00.378, 0, 0, 0
0:00:00.380, 0, 0, 0
0:00:00.383, 0, 0, 0
0:00:00.392, 0, 0, 0
0:00:00.394, 0, 0, 0
0:00:00.396, 0, 0, 0
0:00:00.397, 0, 0, 0
0:00:00.399, 0, 0, 0
0:00:00.401, 0, 0, 0
0:00:00.402, 0, 0, 0
0:00:00.404, 0, 0, 0
0:00:00.406, 0, 0, 0
0:00:00.408, 0, 0, 0
0:00:00.410, 0, 0, 0
0:00:00.412, 0, 0, 0
0:00:00.413, 0, 0, 0
0:00:00.415, 0, 0, 0
0:00:00.416, 0, 0, 0
0:00:00.418, 0, 0, 0
0:00:00.420, 0, 0, 0
0:00:00.422, 0, 0, 0
0:00:00.423, 0, 0, 0
0:00:00.425, 0, 0, 0
0:00:00.427, 0, 0, 0
0:00:00.428, 0, 0, 0
0:00:00.428, 0, 0, 0
0:00:00.428, 0, 0, 0
0:00:00.429, 0, 0, 0
0:00:00.429, 0, 0, 0
0:00:00.435, 0, 0, 0
0:00:00.435, 0, 0, 0
0:00:00.436, 0, 0, 0
0:00:00.436, 0, 0, 0
0:00:00.436, 0, 0, 0
0:00:00.437, 0, 0, 0
0:00:00.437, 0, 0, 0
0:00:00.437, 0, 0, 0
0:00:00.438, 0, 0, 0
0:00:00.438, 0, 0, 0
0:00:00.445, 0, 0, 0
0:00:00.445, 0, 0, 0
0:00:00.446, 0, 0, 0
0:00:00.446, 0, 0, 0
