0:00:00.047, 0.1
0:00:00.121, 0.1
0:00:00.122, 0.1
0:00:00.191, 0.09
0:00:00.246, 0.09
0:00:00.283, 0.1
0:00:00.319, 0.1
0:00:00.361, 0.09
0:00:00.361, 0.09
0:00:00.393, 0.09
0:00:00.394, 0.09
0:00:00.435, 0.09
0:00:00.472, 0.09
0:00:00.472, 0.09
0:00:00.507, 0.09
0:00:00.547, 0.09
0:00:00.578, 0.1
0:00:00.579, 0.1
0:00:00.620, 0.1
0:00:00.659, 0.1
0:00:00.660, 0.1
0:00:00.693, 0.09
0:00:00.734, 0.09
0:00:00.734, 0.09
0:00:00.768, 0.1
0:00:00.807, 0.1
0:00:00.843, 0.09
0:00:00.881, 0.09
0:00:00.920, 0.09
0:00:00.954, 0.09
0:00:00.995, 0.1
0:00:01.029, 0.1
0:00:01.070, 0.1
0:00:01.109, 0.1
0:00:01.144, 0.1
0:00:01.182, 0.09
0:00:01.217, 0.09
0:00:01.256, 0.09
0:00:01.294, 0.09
0:00:01.295, 0.09
0:00:01.330, 0.09
0:00:01.366, 0.09
0:00:01.367, 0.09
0:00:01.406, 0.09
0:00:01.407, 0.09
0:00:01.449, 0.09
0:00:01.490, 0.09
0:00:01.490, 0.09
0:00:01.525, 0.09
0:00:01.526, 0.09
0:00:01.561, 0.09
0:00:01.597, 0.09
0:00:01.634, 0.09
0:00:01.676, 0.09
0:00:01.708, 0.09
0:00:01.748, 0.1
0:00:01.785, 0.09
0:00:01.823, 0.1
0:00:01.863, 0.09
0:00:01.863, 0.09
0:00:01.897, 0.09
0:00:01.938, 0.1
0:00:01.938, 0.1
0:00:01.972, 0.09
0:00:02.009, 0.09
0:00:02.049, 0.1
0:00:02.085, 0.09
0:00:02.120, 0.09
0:00:02.159, 0.1
0:00:02.196, 0.09
0:00:02.233, 0.09
0:00:02.270, 0.09
0:00:02.309, 0.09
0:00:02.343, 0.09
0:00:02.344, 0.09
0:00:02.381, 0.1
0:00:02.420, 0.1
0:00:02.420, 0.1
0:00:02.454, 0.1
0:00:02.454, 0.1
0:00:02.494, 0.1
0:00:02.495, 0.1
0:00:02.529, 0.1
0:00:02.550, 0.09
0:00:02.563, 0.1
0:00:02.574, 0.1
0:00:02.586, 0.1
0:00:02.768, 0.1
0:00:02.961, 0.1
