0:00:00.022, 0, 158800
0:00:00.029, 0, 158900
0:00:00.030, 0, 159000
0:00:00.034, 0, 159100
0:00:00.035, 0, 159200
0:00:00.036, 0, 159300
0:00:00.037, 0, 159400
0:00:00.038, 0, 159500
0:00:00.042, 0, 159600
0:00:00.043, 0, 159700
0:00:00.044, 0, 159800
0:00:00.045, 0, 159900
0:00:00.045, 0, 160000
0:00:00.046, 0, 160100
0:00:00.048, 0, 160200
0:00:00.053, 0, 160300
0:00:00.055, 0, 160400
0:00:00.056, 0, 160500
0:00:00.057, 0, 160600
0:00:00.058, 0, 160700
0:00:00.059, 0, 160800
0:00:00.059, 0, 160900
0:00:00.060, 0, 161000
0:00:00.061, 0, 161100
0:00:00.062, 0, 161200
0:00:00.063, 0, 161300
0:00:00.065, 0, 161400
0:00:00.066, 0, 161500
0:00:00.067, 0, 161600
0:00:00.067, 0, 161700
0:00:00.068, 0, 161800
0:00:00.069, 0, 161900
0:00:00.070, 0, 162000
0:00:00.071, 0, 162100
0:00:00.072, 0, 162200
0:00:00.078, 0, 162300
0:00:00.078, 0, 162400
0:00:00.079, 0, 162500
0:00:00.080, 0, 162600
0:00:00.082, 0, 162700
0:00:00.082, 0, 162800
0:00:00.083, 0, 162900
0:00:00.084, 0, 163000
0:00:00.085, 0, 163100
0:00:00.086, 0, 163200
0:00:00.087, 0, 163300
0:00:00.088, 0, 163400
0:00:00.089, 0, 163500
0:00:00.090, 0, 163600
0:00:00.091, 0, 163700
0:00:00.092, 0, 163800
0:00:00.093, 0, 163900
0:00:00.094, 0, 164000
0:00:00.095, 0, 164100
0:00:00.096, 0, 164200
0:00:00.100, 0, 164300
0:00:00.100, 0, 164400
0:00:00.101, 0, 164500
0:00:00.101, 0, 164600
0:00:00.102, 0, 164700
0:00:00.102, 0, 164800
0:00:00.102, 0, 164900
0:00:00.103, 0, 165000
0:00:00.103, 0, 165100
0:00:00.103, 0, 165200
0:00:00.104, 0, 165300
0:00:00.104, 0, 165400
0:00:00.104, 0, 165500
0:00:00.105, 0, 165600
0:00:00.105, 0, 165700
0:00:00.106, 0, 165800
0:00:00.106, 0, 165900
0:00:00.107, 0, 166000
0:00:00.107, 0, 166100
0:00:00.107, 0, 166200
0:00:00.109, 0, 166300
0:00:00.109, 0, 166400
0:00:00.110, 0, 166500
0:00:00.110, 0, 166600
0:00:00.110, 0, 166700
0:00:00.111, 0, 166800
0:00:00.111, 0, 166900
0:00:00.111, 0, 167000
0:00:00.112, 0, 167100
0:00:00.112, 0, 167200
0:00:00.112, 0, 167300
0:00:00.113, 0, 167400
0:00:00.113, 0, 167500
0:00:00.113, 0, 167600
0:00:00.190, 0, 167700
0:00:00.298, 0, 167800
0:00:00.399, 0, 167900
0:00:00.498, 0, 168000
0:00:00.598, 0, 168100
0:00:00.698, 0, 168200
0:00:00.856, 0, 168300
0:00:00.901, 0, 168400
0:00:01.000, 0, 168500
0:00:01.089, 0, 168600
0:00:01.189, 0, 168700
0:00:01.297, 0, 168800
0:00:01.397, 0, 168900
0:00:01.497, 0, 169000
0:00:01.597, 0, 169100
0:00:01.697, 0, 169200
0:00:01.798, 0, 169300
0:00:01.888, 0, 169400
0:00:01.999, 0, 169500
0:00:02.100, 0, 169600
0:00:02.200, 0, 169700
0:00:02.297, 0, 169800
0:00:02.398, 0, 169900
0:00:02.497, 0, 170000
0:00:02.598, 0, 170100
0:00:02.698, 0, 170200
0:00:02.855, 0, 170300
0:00:02.900, 0, 170400
0:00:02.999, 0, 170500
0:00:03.087, 0, 170600
0:00:03.192, 0, 170700
0:00:03.287, 0, 170800
0:00:03.397, 0, 170900
0:00:03.497, 0, 171000
0:00:03.596, 0, 171100
0:00:03.697, 0, 171200
0:00:03.798, 0, 171300
0:00:03.896, 0, 171400
0:00:03.998, 0, 171500
0:00:04.098, 0, 171600
0:00:04.188, 0, 171700
0:00:04.296, 0, 171800
0:00:04.397, 0, 171900
0:00:04.496, 0, 172000
0:00:04.596, 0, 172100
0:00:04.696, 0, 172200
0:00:04.855, 0, 172300
